resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
DXME-MEVO-KARI_KAKAME,Electricity: consumption PUTO.SANE kWh/machine-hour,electricity,Electricity,Machine hours,5.81,5.81,5.81,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5.81, ""price_variants_count"": 1, ""avg_cost_per_use"": 34.17, ""avg_quantity_per_use"": 5.8812, ""used_in_rate_codes"": 8, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""PILE DRIVING"", ""parent_section"": ""PILE DRIVING WORK PERFORMED FROM THE GROUND"", ""machine_class"": ""Compressor stations, compressors"", ""machinist_grade"": ""5.0"", ""electricity_kwh_per_hour"": 43.56, ""electricity_cost_per_unit"": 5.81}",True
MEPU-SA-KAME-KANE,Polyurethane sealant,abstract_material,Rubber & Seals,kg,7.62,7.62,7.62,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 7.62, ""price_variants_count"": 1, ""avg_cost_per_use"": 225.11, ""avg_quantity_per_use"": 29.5512, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of reinforced (topping) coatings for concrete floors"", ""abstract_common_name"": ""Sealant"", ""abstract_variant_count"": 5, ""abstract_price_min"": 4.68, ""abstract_price_max"": 260.06, ""abstract_price_mean"": 59.26, ""abstract_tech_group"": ""RILI-KANE-KAKALI"", ""abstract_variable_parts"": ""two-component polyurethane containing natural chalk, titanium dioxide, and silicon for sealing expansion joints in concrete and reinforced concrete surfaces, consumption KA.RILI kg/m with a layer thickness of 3 mm • Single-component polyurethane structural, water-resistant, resistant to UV radiation""}",True
MEPU-RI-KANE-KAVO_KAKARIME,Paraffin-based film-forming agent to prevent drying and care for freshly laid concrete,material,Concrete & Cement,kg,29.74,29.74,29.74,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 29.74, ""price_variants_count"": 1, ""avg_cost_per_use"": 4216.27, ""avg_quantity_per_use"": 141.7813, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS"", ""parent_section"": ""Installation and concreting of reinforced concrete blocks for reactor building structures (reactor c""}",True
KALI-RI-KALI-METO_KAMEVOME,"Steel decking and shields for intermediate floors in industrial buildings, thickness up to 5 mm",material,Steel & Metal,t,8622.23,8622.23,8622.23,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 8622.23, ""price_variants_count"": 1, ""avg_cost_per_use"": 2047.78, ""avg_quantity_per_use"": 0.2375, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunnels and subways"", ""parent_department"": ""CLOSED METHOD OF OPERATION"", ""parent_section"": ""CONSTRUCTION OF FINISHING WORKS""}",True
RISA-RI-KAME-RIME_MEKAKATO,"Bronze connector for wires with copper terminals for M10 bolts, connector wire cross-section 16 mm2, length between terminal holes 350 mm",material,Fasteners,pcs,14.91,14.91,14.91,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 14.91, ""price_variants_count"": 1, ""avg_cost_per_use"": 320.05, ""avg_quantity_per_use"": 21.4688, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Signaling, centralization, interlocking, and contact network equipment for railway transport"", ""parent_department"": ""WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT"", ""parent_section"": ""WORK ON THE RECONSTRUCTION AND OVERHAUL OF THE EXISTING CONTACT NETWORK FOR THE ORGANIZATION OF TRAI""}",True
DXME-RIKA-KANE_KAKARI,"Tugboats, power 96 kW (130 hp)",equipment,General,Machine hours,28.85,28.85,28.85,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 28.85, ""price_variants_count"": 1, ""avg_cost_per_use"": 78.22, ""avg_quantity_per_use"": 2.7112, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT BY HYDRO-MECHANIZATION"", ""machine_class"": ""Vessels, floating machines, and units for underwater technical work"", ""machinist_grade"": ""5.0""}",True
KARI-RI-KAPU-KAPU,"Sand-gravel mixture, crushed stone-sand mixture, etc.",abstract_material,Aggregates & Earth,m3,47.98,47.98,47.98,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 47.98, ""price_variants_count"": 1, ""avg_cost_per_use"": 0, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Motorways"", ""parent_department"": ""UNDERLAYING, LEVELING LAYERS OF THE BASE AND COVERING"", ""parent_section"": ""FOUNDATIONS AND COVERINGS MADE OF GRAVEL, SAND-GRAVEL AND CRUSHED STONE-SAND MIXTURES"", ""abstract_common_name"": ""Ready-made crushed stone and sand mixture, crushed stone from"", ""abstract_variant_count"": 28, ""abstract_price_min"": 47.86, ""abstract_price_max"": 139.7, ""abstract_price_mean"": 65.51, ""abstract_tech_group"": ""KASA-KAME-KAKARI"", ""abstract_variable_parts"": ""Gravel M 1000, mixture number C4, grain size 0-80 mm • Gravel M 1000, mixture number C5, grain size 0-40 mm • Gravel M 1000, mixture number C6, grain size 0-20 mm • gravel M 800, mixture number C4, grain size 0-80 mm • gravel M 800, mixture number C5, grain size 0-40 mm • gravel M 800, mixture numbe""}",True
KASA-RI-KARI-KADX,Cellular concrete wall blocks,abstract_material,Concrete & Cement,m3,187.73,187.73,187.73,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 187.73, ""price_variants_count"": 1, ""avg_cost_per_use"": 1516.83, ""avg_quantity_per_use"": 8.08, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Brick and block structures"", ""parent_department"": ""LIGHTWEIGHT BLOCK AND STONE CONSTRUCTIONS"", ""parent_section"": ""Laying walls from aerated concrete blocks with adhesive without cladding"", ""abstract_variant_count"": 22, ""abstract_price_min"": 158.74, ""abstract_price_max"": 696.11, ""abstract_price_mean"": 271.11, ""abstract_tech_group"": ""MEVO-KAME-KASARI"", ""abstract_variable_parts"": ""Cellular concrete wall blocks, category 1, bulk density 1000 kg/m3, concrete B5 • Cellular concrete wall blocks, category 1, bulk density 1100 kg/m3, concrete B7.5 • Category 1 aerated concrete wall blocks, bulk density 500 kg/m3, concrete B1.5 • Category 1 aerated concrete wall blocks, bulk density""}",True
MEPU-RI-KANE-KASA_KARIMEME,Polystyrene sticky compound,material,General,kg,5.54,5.54,5.54,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5.54, ""price_variants_count"": 1, ""avg_cost_per_use"": 6.06, ""avg_quantity_per_use"": 1.0938, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Communication equipment"", ""parent_department"": ""COMMUNICATION LINES"", ""parent_section"": ""CABLE INTERCITY COMMUNICATION LINES""}",True
RITO-TO-KATO-KARI_KAMEPUTO,"Seamless hot-rolled steel pipes with chamfered edges made of steel grades 10, 20, 35, outer diameter 159 mm, wall thickness 10 mm",material,Steel & Metal,m,111.84,111.84,111.84,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 111.84, ""price_variants_count"": 1, ""avg_cost_per_use"": 8961.42, ""avg_quantity_per_use"": 80.125, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Rolling mill equipment"", ""parent_department"": ""THICK AND LIQUID LUBRICATION SYSTEMS"", ""parent_section"": ""LIQUID LUBRICATION SYSTEM ASSEMBLIES""}",True
RITO-TO-KAME-KARI_KAKAKAME,"Seamless steel casing pipes for welding, weighted, outer diameter 73 mm, wall thickness 16 mm",material,Steel & Metal,m,72.05,72.05,72.05,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 72.05, ""price_variants_count"": 1, ""avg_cost_per_use"": 4.96, ""avg_quantity_per_use"": 0.0786, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""SOIL STABILIZATION"", ""parent_section"": ""Soil cementation""}",True
RITO-TO-KAME-KANE_KAKAKAME,"Drill pipes made of Group D steel with countersunk ends and couplings, outer diameter 73 mm, wall thickness 7 mm",material,Steel & Metal,m,54.4,54.4,54.4,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 54.4, ""price_variants_count"": 1, ""avg_cost_per_use"": 8.57, ""avg_quantity_per_use"": 0.18, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Pile driving, sinking wells, soil stabilization"", ""parent_department"": ""SOIL STABILIZATION"", ""parent_section"": ""Soil cementation""}",True
MENE-RI-KATO-KARI_KAKAKAME,Standard rolled turf,material,General,m2,5.7,5.7,5.7,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5.7, ""price_variants_count"": 1, ""avg_cost_per_use"": 61.04, ""avg_quantity_per_use"": 10.7163, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""REINFORCEMENT OF EARTHEN STRUCTURE SLOPES""}",True
KAME-LI-MELI-KADX_MERINERI,"Drill bit with carbide tip, SDS-max shank for hammer drilling holes in hard materials, total length 340 mm, diameter 12 mm",material,General,pcs,9.62,9.62,9.62,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 9.62, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.42, ""avg_quantity_per_use"": 0.1475, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunnels and subways"", ""parent_department"": ""CLOSED METHOD OF OPERATION"", ""parent_section"": ""OTHER WORKS""}",True
MEVO-ME-KAPU-KARI,Valves,abstract_material,Pipes & Fittings,pcs,544.26,544.26,544.26,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 544.26, ""price_variants_count"": 1, ""avg_cost_per_use"": 544.26, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""FLANGED PIPE FITTINGS"", ""parent_section"": ""Installation of receiving valves"", ""abstract_common_name"": ""Reversible check valve"", ""abstract_variant_count"": 45, ""abstract_price_min"": 40.21, ""abstract_price_max"": 5124.02, ""abstract_price_mean"": 1113.97, ""abstract_tech_group"": ""TOSA-KAPU-KANEVO"", ""abstract_variable_parts"": ""19ls53nzh (KOP-40), flanged connection to the pipeline, nominal pressure PU.KA MPa, nominal diameter 100 mm • 19ls53nzh (KOP-40), flanged connection to the pipeline, nominal pressure PU.KA MPa, nominal diameter 150 mm • 19ls53nzh (KOP-40), flanged connection to the pipeline, nominal pressure PU.KA M""}",True
RITO-LI-KAME-KAME,Water meter connections made of steel pipes,abstract_material,Steel & Metal,set,16.08,16.08,16.08,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 16.08, ""price_variants_count"": 1, ""avg_cost_per_use"": 16.08, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""WATER METERS AND METERING UNITS (COUNTERS)"", ""parent_section"": ""Installation of water meter assemblies delivered to the installation site assembled in blocks, with "", ""abstract_variant_count"": 1, ""abstract_price_min"": 1.14, ""abstract_price_max"": 16.65, ""abstract_price_mean"": 13.09, ""abstract_tech_group"": ""TOSA-MEME-KAKAME"", ""abstract_variable_parts"": ""Loading onto a motor vehicle: materials transported in bags and packages, with a weight of up to 51 kilograms per item • Unloading from a motor vehicle: materials transported in bags and packages, with a weight of up to 51 kilograms per item""}",True
RISA-ME-KANE-MEDX_KAKALIKA,"Rubber rail pad for underlayment, type TsP-361",material,Rubber & Seals,pcs,2.4,2.4,2.4,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.4, ""price_variants_count"": 1, ""avg_cost_per_use"": 7534.75, ""avg_quantity_per_use"": 3141.25, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Railways"", ""parent_department"": ""SUPERSTRUCTURE OF RAILWAY TRACKS WITH A GAUGE OF 1520 MM"", ""parent_section"": ""LAYING AND DISMANTLING OF TRACKS""}",True
RIPU-RI-KANE-KAPU_KAKAKANE,"Chrysotile cement coupling for non-pressure pipes BNM, nominal diameter 400 mm",material,Concrete & Cement,pcs,18.89,18.89,18.89,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 18.89, ""price_variants_count"": 1, ""avg_cost_per_use"": 143.46, ""avg_quantity_per_use"": 7.595, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Brick and block structures"", ""parent_department"": ""GARBAGE CHUTES"", ""parent_section"": ""Installation of a garbage chute with a shaft made of chrysotile cement pipes""}",True
MEVO-SA-KASA-KAME,"Steel mud traps for pipelines, flanged",abstract_material,Steel & Metal,pcs,333.67,333.67,333.67,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 333.67, ""price_variants_count"": 1, ""avg_cost_per_use"": 333.67, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Heating - internal devices"", ""parent_department"": ""SYSTEM INPUT DEVICES"", ""parent_section"": ""Installation of mud traps"", ""abstract_common_name"": ""Mud trap"", ""abstract_variant_count"": 17, ""abstract_price_min"": 170.41, ""abstract_price_max"": 1339.26, ""abstract_price_mean"": 463.35, ""abstract_tech_group"": ""TONE-KANE-KATOME"", ""abstract_variable_parts"": ""made of steel pipes and thick-walled steel, outer diameter of the inlet pipe 159 mm, outer diameter of the body 426 mm • steel vertical, flanged, nominal pressure ME.KA/ME.NE MPa, nominal passage diameter 100 mm • steel vertical, flanged, nominal pressure ME.KA/ME.NE MPa, nominal passage diameter 12""}",True
RISA-ME-KANE-RITO_KAKAKAME,Track inserts,material,General,t,704.17,704.17,704.17,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 704.17, ""price_variants_count"": 1, ""avg_cost_per_use"": 1037.77, ""avg_quantity_per_use"": 1.4737, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tram tracks"", ""parent_department"": ""INSTALLATION OF COUNTERRAILS AND TRACK RODS"", ""parent_section"": ""Manufacture and installation of counter rails from railway profile rails""}",True
KAVO-ME-KARI-RITO,Metal siding with polymer coating,abstract_material,Steel & Metal,m2,21.64,21.64,21.64,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 21.64, ""price_variants_count"": 1, ""avg_cost_per_use"": 2553.25, ""avg_quantity_per_use"": 118.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Finishing works"", ""parent_department"": ""FACING WORKS"", ""parent_section"": ""EXTERIOR FACADE CLADDING"", ""abstract_common_name"": ""Galvanized steel siding panel with polymer coating for ventilated curtain walls, working width 226 mm, thickness KA.SA mm"", ""abstract_variant_count"": 1, ""abstract_price_min"": 21.64, ""abstract_price_max"": 21.64, ""abstract_price_mean"": 21.64, ""abstract_tech_group"": ""RIVO-RITO-KAMENE""}",True
RITO-SA-KARI-KARI_KAKAVOLI,"Electric-welded straight-seam steel pipes made of St2, 10 steel grades, outer diameter 219 mm, wall thickness 5 mm",material,Steel & Metal,m,41.94,41.94,41.94,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 41.94, ""price_variants_count"": 1, ""avg_cost_per_use"": 592.55, ""avg_quantity_per_use"": 14.1275, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""STEEL PIPE PIPING"", ""parent_section"": ""Laying heating and water supply pipelines from steel electric-welded pipes""}",True
RIRI-RI-KARI-MESA_KAKAKATO,SkF-30 shaped fasteners,material,General,100 pcs,11.76,11.76,11.76,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 11.76, ""price_variants_count"": 1, ""avg_cost_per_use"": 36.7, ""avg_quantity_per_use"": 3.12, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Communication equipment"", ""parent_department"": ""CITY TELEPHONE COMMUNICATIONS"", ""parent_section"": ""STATION CABLES AND WIRES""}",True
KAME-TO-KAME-KAME_KAKAKASA,AI-92 automotive gasoline,material,General,t,1394.47,1394.47,1394.47,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1394.47, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.42, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Motorways"", ""parent_department"": ""ROAD CONSTRUCTION"", ""parent_section"": ""ROAD MARKINGS""}",True
MEDX-ME-KAPU-KARI,Deflectors,abstract_material,General,pcs,223.42,223.42,223.42,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 223.42, ""price_variants_count"": 1, ""avg_cost_per_use"": 223.42, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Ventilation and air conditioning"", ""parent_department"": ""STRUCTURAL ELEMENTS FOR INSTALLING VENTILATION AND AIR CONDITIONING SYSTEMS"", ""parent_section"": ""Installation of deflectors"", ""abstract_common_name"": ""Static deflector made of galvanized steel, diameter"", ""abstract_variant_count"": 15, ""abstract_price_min"": 80.19, ""abstract_price_max"": 1486.02, ""abstract_price_mean"": 451.21, ""abstract_tech_group"": ""TONE-MEKA-KAKADX"", ""abstract_variable_parts"": ""100 mm • 125 mm • 140 mm • 160 mm • 180 mm • 200 mm • 250 mm • 280 mm • 315 mm • 400 mm • 500 mm • 630 mm • 710 mm • 800 mm • 900 mm""}",True
DXME-KALI-KAME_KAMEME,"Cement silos, capacity 40 tons",equipment,General,Machine hours,0.75,0.75,0.75,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.75, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.25, ""avg_quantity_per_use"": 1.6562, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PREPARATION OF CONCRETE AND MORTAR IN CONSTRUCTION CONDITIONS"", ""parent_section"": ""Preparation of concrete at automated plants in construction conditions"", ""machine_class"": ""Machines for preparing, feeding, and laying concrete and mortar""}",True
RIPU-TO-KASA-KALI_KASAMEME,"Polyethylene coupling for chrysotile cement pipes, nominal outer diameter 100 mm",material,Concrete & Cement,pcs,0.57,0.57,0.57,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.57, ""price_variants_count"": 1, ""avg_cost_per_use"": 75.4, ""avg_quantity_per_use"": 131.5, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""CABLE DUCTS""}",True
DXME-KASA-KANE_KATORI,"Cranes on crawler tracks, lifting capacity 500 tons",equipment,Cranes,Machine hours,765.34,765.34,765.34,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 765.34, ""price_variants_count"": 1, ""avg_cost_per_use"": 10137.83, ""avg_quantity_per_use"": 13.2462, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Equipment for chemical and oil refining plants"", ""parent_department"": ""GENERAL PURPOSE EQUIPMENT"", ""parent_section"": ""EQUIPMENT SUPPLIED IN ASSEMBLED FORM"", ""machine_class"": ""Cranes, except floating"", ""machinist_grade"": ""9.5""}",True
DXME-KASA-KAVO_KAMEKA,"Pneumatic wheeled cranes, lifting capacity 100 t",equipment,Cranes,Machine hours,90.35,90.35,90.35,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 90.35, ""price_variants_count"": 1, ""avg_cost_per_use"": 3855.76, ""avg_quantity_per_use"": 42.6737, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"", ""parent_section"": ""VOLUMETRIC BLOCKS, PLUMBING CABINS, ELEVATOR SHAFTS AND VENTILATION BLOCKS"", ""machine_class"": ""Cranes, except floating"", ""machinist_grade"": ""8.0""}",True
KAME-PU-KARI-KAPU_MERIKAKA,"Steel drill pipe, pipe outer diameter 76 mm, pipe wall thickness 5 mm, nipple inner diameter 30 mm, coupling and nipple thread trapezoidal 56x12 mm, length 1230 mm",material,Steel & Metal,pcs,107.98,107.98,107.98,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 107.98, ""price_variants_count"": 1, ""avg_cost_per_use"": 131.73, ""avg_quantity_per_use"": 1.22, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunneling works"", ""parent_department"": ""MINING WORKS PERFORMED BY CONVENTIONAL METHODS"", ""parent_section"": ""TECHNICAL WELLS IN MINING WORKINGS""}",True
DXME-KATO-MEKA_KAMEKA,"Pneumatic drilling rigs for drilling blast holes in underground mining and auxiliary holes when working from stationary compressor stations, drilling depth up to 150 m",equipment,Compressors,Machine hours,23.83,23.83,23.83,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 23.83, ""price_variants_count"": 1, ""avg_cost_per_use"": 1221.21, ""avg_quantity_per_use"": 51.2488, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunneling works"", ""parent_department"": ""MINING WORKS PERFORMED BY CONVENTIONAL METHODS"", ""parent_section"": ""TECHNICAL WELLS IN MINING WORKINGS"", ""machine_class"": ""Machines and units for tunnel construction, mining, and subway construction"", ""machinist_grade"": ""3.5""}",True
DXME-MEDX-KAPU_KAKANE,"Drilling pumps for pumping flushing fluid, flow rate 8-160 l/min, outlet pressure up to NE.TO MPa",equipment,Pumps,Machine hours,1.61,1.61,1.61,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1.61, ""price_variants_count"": 1, ""avg_cost_per_use"": 71.58, ""avg_quantity_per_use"": 44.5675, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunneling works"", ""parent_department"": ""MINING WORKS PERFORMED BY CONVENTIONAL METHODS"", ""parent_section"": ""TECHNICAL WELLS IN MINING WORKINGS"", ""machine_class"": ""Pumps, pumping stations, refrigeration and freezing equipment"", ""electricity_kwh_per_hour"": 3.63, ""electricity_cost_per_unit"": 0.48}",True
DXME-MEDX-KAPU_KAKANE,Electricity: consumption TO.NETO kW·h/machine-hour,electricity,Electricity,Machine hours,0.48,0.48,0.48,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.48, ""price_variants_count"": 1, ""avg_cost_per_use"": 21.58, ""avg_quantity_per_use"": 44.5675, ""used_in_rate_codes"": 8, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunneling works"", ""parent_department"": ""MINING WORKS PERFORMED BY CONVENTIONAL METHODS"", ""parent_section"": ""TECHNICAL WELLS IN MINING WORKINGS"", ""machine_class"": ""Pumps, pumping stations, refrigeration and freezing equipment"", ""electricity_kwh_per_hour"": 3.63, ""electricity_cost_per_unit"": 0.48}",True
